"","komitet","procent"
"1","Liczba wyborców",591
"2","Liczba kart oddanych",531
"3","Liczba głosów ważnych",NA
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",10.73
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",48.78
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.38
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",20.34
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",12.62
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.38
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.94
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.56
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.56
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.64
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.75
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.13
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.19
