"","komitet","procent"
"1","Liczba wyborców",1256
"2","Liczba kart oddanych",701
"3","Liczba głosów ważnych",554
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",15.16
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",14.98
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.72
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",38.45
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",19.49
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.36
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.54
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.18
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.18
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.36
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.79
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.36
"16","KOMITET WYBORCZY LEWICA",0
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.99
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.18
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.54
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.71
