"","komitet","procent"
"1","Liczba wyborców",1587
"2","Liczba kart oddanych",897
"3","Liczba głosów ważnych",856
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.37
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",1.4
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.47
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",47.78
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",23.95
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.17
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.29
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",6.78
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.12
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.4
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.35
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.12
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.82
