"","komitet","procent"
"1","Liczba wyborców",371
"2","Liczba kart oddanych",212
"3","Liczba głosów ważnych",170
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",6.47
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",35.29
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.76
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",6.47
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",44.71
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.59
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.59
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.18
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.18
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.59
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.18
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0
