"","komitet","procent"
"1","Liczba wyborców",1968
"2","Liczba kart oddanych",953
"3","Liczba głosów ważnych",910
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.18
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.3
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.98
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",48.68
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",21.1
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.1
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.22
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.66
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",5.38
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.11
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.32
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.11
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.22
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.65
