"","komitet","procent"
"1","Liczba wyborców",1971
"2","Liczba kart oddanych",900
"3","Liczba głosów ważnych",746
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.81
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",29.89
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.07
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",22.52
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",20.38
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.54
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.07
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.8
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.21
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.13
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",5.63
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.67
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.67
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.61
