"","komitet","procent"
"1","Liczba wyborców",627
"2","Liczba kart oddanych",433
"3","Liczba głosów ważnych",293
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",19.8
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",47.1
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.37
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",10.58
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",5.8
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.71
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.34
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.34
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",2.05
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.71
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.02
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",2.05
"16","KOMITET WYBORCZY LEWICA",0
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.02
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.34
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.02
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.71
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",2.05
