"","komitet","procent"
"1","Liczba wyborców",846
"2","Liczba kart oddanych",367
"3","Liczba głosów ważnych",244
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",16.39
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",21.31
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.23
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",9.84
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",38.52
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.23
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",2.05
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.82
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",2.87
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.41
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",3.28
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.41
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.64
