"","komitet","procent"
"1","Liczba wyborców",1453
"2","Liczba kart oddanych",719
"3","Liczba głosów ważnych",654
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.93
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",12.84
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.46
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",38.53
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",28.59
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.83
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.07
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.46
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.07
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.22
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.15
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.07
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.15
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.61
