"","komitet","procent"
"1","Liczba wyborców",521
"2","Liczba kart oddanych",251
"3","Liczba głosów ważnych",192
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",8.33
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",66.15
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.04
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",3.12
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",10.94
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.04
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.52
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",4.17
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.52
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.52
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY LEWICA",1.04
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",1.04
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.52
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",1.04
