"","komitet","procent"
"1","Liczba wyborców",644
"2","Liczba kart oddanych",455
"3","Liczba głosów ważnych",356
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",18.26
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",40.45
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.4
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",6.74
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",26.12
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.4
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.28
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.84
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.56
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.56
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.84
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.28
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.56
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.69
