"","komitet","procent"
"1","Liczba wyborców",1596
"2","Liczba kart oddanych",872
"3","Liczba głosów ważnych",792
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.26
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",9.85
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.01
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",37.12
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",22.98
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.25
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",3.91
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.13
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.13
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.51
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.41
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",1.01
"16","KOMITET WYBORCZY LEWICA",1.39
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.39
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.25
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.88
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.53
