"","komitet","procent"
"1","Liczba wyborców",1734
"2","Liczba kart oddanych",835
"3","Liczba głosów ważnych",732
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",15.03
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",16.39
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.23
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",39.21
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",21.17
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.82
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.68
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.41
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.27
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.37
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.27
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.23
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.82
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.55
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.55
