"","komitet","procent"
"1","Liczba wyborców",1930
"2","Liczba kart oddanych",1125
"3","Liczba głosów ważnych",1045
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.88
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",2.3
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.24
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",42.3
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",30.14
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.67
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.77
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",6.79
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.1
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.67
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.1
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.19
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.86
