"","komitet","procent"
"1","Liczba wyborców",274
"2","Liczba kart oddanych",152
"3","Liczba głosów ważnych",124
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",6.45
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",77.42
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.81
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",6.45
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",3.23
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.61
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.61
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.81
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.81
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.81
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0
