"","komitet","procent"
"1","Liczba wyborców",2013
"2","Liczba kart oddanych",966
"3","Liczba głosów ważnych",926
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.99
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",2.59
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.22
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",49.35
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",27.21
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.84
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.11
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.97
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.56
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.22
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.08
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.54
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.32
