"","komitet","procent"
"1","Liczba wyborców",579
"2","Liczba kart oddanych",221
"3","Liczba głosów ważnych",163
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",15.34
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",53.37
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.23
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",5.52
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",12.88
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",2.45
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.61
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.23
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",2.45
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.84
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.61
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.61
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.84
