"","komitet","procent"
"1","Liczba wyborców",656
"2","Liczba kart oddanych",365
"3","Liczba głosów ważnych",265
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",16.23
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",54.72
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.38
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",4.53
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",12.08
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.75
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.75
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.38
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.13
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.75
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.75
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY LEWICA",1.13
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.64
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",2.64
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.38
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.75
