"","komitet","procent"
"1","Liczba wyborców",1857
"2","Liczba kart oddanych",858
"3","Liczba głosów ważnych",806
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.9
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",2.98
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.5
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",60.79
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",13.65
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.99
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.12
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.12
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.97
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.61
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.62
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.74
