"","komitet","procent"
"1","Liczba wyborców",1172
"2","Liczba kart oddanych",630
"3","Liczba głosów ważnych",518
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.32
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",28.76
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.77
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",27.41
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",20.46
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.54
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.16
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.39
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.74
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.19
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.74
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.58
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.93
