"","komitet","procent"
"1","Liczba wyborców",845
"2","Liczba kart oddanych",483
"3","Liczba głosów ważnych",411
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",9
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",72.75
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",2.92
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",5.6
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",6.08
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.49
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.24
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.49
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.97
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.73
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.49
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.24
