"","komitet","procent"
"1","Liczba wyborców",2457
"2","Liczba kart oddanych",1110
"3","Liczba głosów ważnych",983
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",10.48
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",16.89
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.2
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",22.28
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",33.88
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.92
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.53
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.2
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.31
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.93
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.41
"16","KOMITET WYBORCZY LEWICA",0.31
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",8.55
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.41
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.61
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.12
