"","komitet","procent"
"1","Liczba wyborców",1692
"2","Liczba kart oddanych",1050
"3","Liczba głosów ważnych",802
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",10.85
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",35.79
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.5
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",23.44
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",19.58
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.12
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.37
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.87
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.87
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.62
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.25
"16","KOMITET WYBORCZY LEWICA",0.37
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",1
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.75
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.12
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",2.49
