"","komitet","procent"
"1","Liczba wyborców",366
"2","Liczba kart oddanych",205
"3","Liczba głosów ważnych",170
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",3.53
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",50
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.76
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",4.12
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",21.18
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.76
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",5.29
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.59
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.59
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.59
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.18
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY LEWICA",0.59
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",4.71
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.59
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.59
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.59
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",2.35
