"","komitet","procent"
"1","Liczba wyborców",1522
"2","Liczba kart oddanych",621
"3","Liczba głosów ważnych",572
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.24
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",8.57
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.17
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",24.13
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",42.66
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.35
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",6.82
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.4
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY LEWICA",0.52
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.87
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.52
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.35
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.35
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",1.05
