"","komitet","procent"
"1","Liczba wyborców",1706
"2","Liczba kart oddanych",932
"3","Liczba głosów ważnych",766
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.53
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",29.63
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.78
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",21.54
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",29.37
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.65
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.31
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.65
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.65
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.52
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.39
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.39
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.91
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.13
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.52
