"","komitet","procent"
"1","Liczba wyborców",555
"2","Liczba kart oddanych",191
"3","Liczba głosów ważnych",191
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",16.23
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",36.65
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",2.09
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",16.75
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",13.09
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",2.62
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",2.09
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.52
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",4.19
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.05
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY LEWICA",0
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.52
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.52
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.52
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.09
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",1.05
