"","komitet","procent"
"1","Liczba wyborców",1433
"2","Liczba kart oddanych",835
"3","Liczba głosów ważnych",640
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",20.94
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",25
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.47
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",33.59
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",15
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.78
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.16
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.47
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.62
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.47
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.09
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.78
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.62
