"","komitet","procent"
"1","Liczba wyborców",581
"2","Liczba kart oddanych",372
"3","Liczba głosów ważnych",289
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",20.42
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",26.99
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.73
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",16.26
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",23.53
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.38
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.04
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.04
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.35
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.38
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.35
"16","KOMITET WYBORCZY LEWICA",0.35
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.35
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",3.46
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.38
