"","komitet","procent"
"1","Liczba wyborców",2375
"2","Liczba kart oddanych",1130
"3","Liczba głosów ważnych",1063
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",18.25
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",12.04
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.38
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",31.42
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",29.07
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.28
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",2.07
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.51
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.38
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.19
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.13
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.09
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.56
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.75
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.88
