"","komitet","procent"
"1","Liczba wyborców",1254
"2","Liczba kart oddanych",773
"3","Liczba głosów ważnych",528
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",10.8
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",15.53
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.89
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",23.67
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",30.11
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.95
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.7
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.14
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.57
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.57
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.89
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",2.65
"16","KOMITET WYBORCZY LEWICA",0.38
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",3.41
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.76
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",2.08
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.89
