"","komitet","procent"
"1","Liczba wyborców",1875
"2","Liczba kart oddanych",787
"3","Liczba głosów ważnych",699
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.59
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",4.15
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.72
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",44.06
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",27.47
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.43
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.86
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.86
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.72
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.72
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.14
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.29
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2
