"","komitet","procent"
"1","Liczba wyborców",1929
"2","Liczba kart oddanych",914
"3","Liczba głosów ważnych",822
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",16.18
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",10.34
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.49
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",29.44
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",31.87
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.73
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.97
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.24
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.36
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.73
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.82
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.49
"16","KOMITET WYBORCZY LEWICA",0
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",3.04
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.73
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.97
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.58
