"","komitet","procent"
"1","Liczba wyborców",674
"2","Liczba kart oddanych",385
"3","Liczba głosów ważnych",327
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",8.87
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",38.53
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.22
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",25.08
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",15.9
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.31
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.53
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.61
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.22
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.31
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.31
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.31
"16","KOMITET WYBORCZY LEWICA",0.31
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.92
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.31
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",2.14
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.22
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",0.92
