"","komitet","procent"
"1","Liczba wyborców",1792
"2","Liczba kart oddanych",797
"3","Liczba głosów ważnych",740
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",19.32
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",16.76
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.54
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",25.54
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",32.7
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.08
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.68
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.14
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.14
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.27
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.54
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.14
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.54
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.68
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.95
