"","komitet","procent"
"1","Liczba wyborców",1990
"2","Liczba kart oddanych",1015
"3","Liczba głosów ważnych",759
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.31
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",42.95
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.92
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",14.89
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",15.42
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.92
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.19
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.13
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.98
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.4
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.45
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.26
"16","KOMITET WYBORCZY LEWICA",0.4
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.32
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",2.64
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.66
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",1.19
