"","komitet","procent"
"1","Liczba wyborców",1046
"2","Liczba kart oddanych",507
"3","Liczba głosów ważnych",451
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.09
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",16.19
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.89
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",28.38
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",32.15
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.67
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.44
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.67
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.44
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.89
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.55
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.89
"16","KOMITET WYBORCZY LEWICA",0.22
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.77
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.89
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.44
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.44
