"","komitet","procent"
"1","Liczba wyborców",1067
"2","Liczba kart oddanych",429
"3","Liczba głosów ważnych",362
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",15.19
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",30.66
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.28
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",23.2
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",23.2
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",2.76
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.66
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.28
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.55
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.55
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.55
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.28
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.83
