"","komitet","procent"
"1","Liczba wyborców",2016
"2","Liczba kart oddanych",832
"3","Liczba głosów ważnych",753
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",15.14
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.72
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.06
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",37.05
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",34.93
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.66
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.66
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.53
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.12
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.53
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.33
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.2
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.06
