"","komitet","procent"
"1","Liczba wyborców",425
"2","Liczba kart oddanych",187
"3","Liczba głosów ważnych",143
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",9.79
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",58.74
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",10.49
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",13.29
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",2.1
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",2.1
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.7
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.7
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.7
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.7
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.7
