"","komitet","procent"
"1","Liczba wyborców",1510
"2","Liczba kart oddanych",855
"3","Liczba głosów ważnych",671
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.9
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",17.44
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.75
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",25.48
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",28.91
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.49
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.64
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.6
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.64
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.45
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.19
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.3
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.68
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.04
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.49
