"","komitet","procent"
"1","Liczba wyborców",1642
"2","Liczba kart oddanych",585
"3","Liczba głosów ważnych",517
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.57
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",11.8
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.58
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",29.59
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",30.17
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.77
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.97
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.19
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.19
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.35
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.35
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.77
"16","KOMITET WYBORCZY LEWICA",0.39
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",6.58
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.58
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.39
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.74
