"","komitet","procent"
"1","Liczba wyborców",1520
"2","Liczba kart oddanych",896
"3","Liczba głosów ważnych",839
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.2
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",70.2
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.48
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",7.87
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",6.79
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.07
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.24
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.12
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.48
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.36
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.36
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.24
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.48
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.12
