"","komitet","procent"
"1","Liczba wyborców",711
"2","Liczba kart oddanych",375
"3","Liczba głosów ważnych",289
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",10.03
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",36.68
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",21.45
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",21.8
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.04
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.35
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.04
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.35
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.08
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.35
"16","KOMITET WYBORCZY LEWICA",0.69
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.08
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.69
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.69
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.69
