"","komitet","procent"
"1","Liczba wyborców",389
"2","Liczba kart oddanych",272
"3","Liczba głosów ważnych",183
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.02
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",44.81
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.55
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",6.56
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",24.59
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.64
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.55
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.09
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.55
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",2.19
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.09
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",1.09
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.55
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.55
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.19
