"","komitet","procent"
"1","Liczba wyborców",628
"2","Liczba kart oddanych",366
"3","Liczba głosów ważnych",259
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.97
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",57.92
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.54
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",5.02
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",15.06
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.77
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.77
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.39
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",4.63
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.54
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.39
