"","komitet","procent"
"1","Liczba wyborców",1636
"2","Liczba kart oddanych",985
"3","Liczba głosów ważnych",770
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",8.05
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",22.6
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.91
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",24.55
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",31.95
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.13
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",2.73
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.26
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.65
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.78
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.69
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.26
"16","KOMITET WYBORCZY LEWICA",0.39
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",4.03
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.26
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.78
