"","komitet","procent"
"1","Liczba wyborców",1686
"2","Liczba kart oddanych",957
"3","Liczba głosów ważnych",795
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",6.67
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",28.18
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.25
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",25.79
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",24.03
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.88
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",2.01
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.01
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.13
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.88
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.89
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.5
"16","KOMITET WYBORCZY LEWICA",0.13
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.89
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",1.26
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.64
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.88
