"","komitet","procent"
"1","Liczba wyborców",1305
"2","Liczba kart oddanych",715
"3","Liczba głosów ważnych",690
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.62
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.33
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.29
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",45.8
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",24.93
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.87
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.14
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.43
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",7.39
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.58
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.01
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.14
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.29
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.16
