"","komitet","procent"
"1","Liczba wyborców",684
"2","Liczba kart oddanych",314
"3","Liczba głosów ważnych",231
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",18.18
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",28.14
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.87
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",12.99
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",27.71
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.73
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.87
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.3
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.3
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.43
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.87
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",3.46
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.3
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.87
