"","komitet","procent"
"1","Liczba wyborców",1221
"2","Liczba kart oddanych",585
"3","Liczba głosów ważnych",513
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",17.74
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",35.09
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.19
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",23.59
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",19.49
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.19
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.17
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.19
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.19
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.58
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.19
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.58
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.78
