"","komitet","procent"
"1","Liczba wyborców",1740
"2","Liczba kart oddanych",889
"3","Liczba głosów ważnych",850
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",16.94
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",2
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.47
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",43.29
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",27.41
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.18
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.59
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.06
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.24
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.12
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.06
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.59
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.12
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.94
