"","komitet","procent"
"1","Liczba wyborców",526
"2","Liczba kart oddanych",346
"3","Liczba głosów ważnych",294
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",4.42
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",70.75
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.34
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",2.72
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",18.71
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.02
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.34
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.34
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.34
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.34
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.34
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.34
