"","komitet","procent"
"1","Liczba wyborców",1355
"2","Liczba kart oddanych",614
"3","Liczba głosów ważnych",592
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",23.65
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.04
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.51
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",37.16
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",25.84
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.68
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.17
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.51
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.22
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.36
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.34
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.52
