"","komitet","procent"
"1","Liczba wyborców",1128
"2","Liczba kart oddanych",511
"3","Liczba głosów ważnych",447
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",7.16
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",10.07
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",30.87
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",36.91
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.45
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.57
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.67
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.89
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.36
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.22
"16","KOMITET WYBORCZY LEWICA",0.89
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.68
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.45
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.79
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.01
