"","komitet","procent"
"1","Liczba wyborców",394
"2","Liczba kart oddanych",258
"3","Liczba głosów ważnych",170
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.12
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",32.94
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.59
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",8.24
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",31.18
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.59
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",5.88
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.59
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.76
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.18
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.18
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.59
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.18
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0
