"","komitet","procent"
"1","Liczba wyborców",599
"2","Liczba kart oddanych",402
"3","Liczba głosów ważnych",261
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",18.39
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",41
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.92
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",5.75
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",20.31
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.77
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.15
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.77
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",5.36
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.38
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.15
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY LEWICA",0
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.38
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",1.15
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.77
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",0.77
