"","komitet","procent"
"1","Liczba wyborców",530
"2","Liczba kart oddanych",244
"3","Liczba głosów ważnych",178
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",19.1
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",42.7
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.56
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",11.8
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",16.85
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.56
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.12
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.12
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.12
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY LEWICA",1.12
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.69
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.56
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.12
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.56
