"","komitet","procent"
"1","Liczba wyborców",1365
"2","Liczba kart oddanych",712
"3","Liczba głosów ważnych",547
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",9.87
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",46.8
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.55
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",16.45
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",17.18
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.55
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.91
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.37
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.55
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.28
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",1.28
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.19
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.55
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.1
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.37
