"","komitet","procent"
"1","Liczba wyborców",2328
"2","Liczba kart oddanych",1155
"3","Liczba głosów ważnych",1098
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.48
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",1.64
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.82
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",47.36
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",27.6
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.73
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.73
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.09
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.46
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.36
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.28
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.18
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.09
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.18
