"","komitet","procent"
"1","Liczba wyborców",972
"2","Liczba kart oddanych",535
"3","Liczba głosów ważnych",441
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",9.52
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",44.44
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.13
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",13.15
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",20.63
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.68
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.23
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.36
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.95
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.68
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.81
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.23
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.13
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.04
