"","komitet","procent"
"1","Liczba wyborców",972
"2","Liczba kart oddanych",457
"3","Liczba głosów ważnych",437
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.19
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",4.12
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.46
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",44.39
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",27
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.6
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.92
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.69
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.97
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.46
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.83
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.46
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.92
