"","komitet","procent"
"1","Liczba wyborców",629
"2","Liczba kart oddanych",385
"3","Liczba głosów ważnych",312
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",15.38
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",22.12
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.64
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",7.05
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",44.87
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.32
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.92
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.6
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.64
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.32
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.32
"16","KOMITET WYBORCZY LEWICA",0.64
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.28
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.64
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.28
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.96
