"","komitet","procent"
"1","Liczba wyborców",1885
"2","Liczba kart oddanych",868
"3","Liczba głosów ważnych",746
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.73
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",10.19
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.54
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",39.14
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",25.6
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.54
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.94
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.4
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.27
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.21
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.54
"16","KOMITET WYBORCZY LEWICA",0.8
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.74
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",2.01
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.21
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.14
